Job Title,Company,Location,Salary,Skills,Description
"Senior Software Engineer, Clinical",Neuralink,CA,$138K - $256K (Employer est.),"Rust, Go, HIPAA, Responsive web design, Application development","An ability to design comprehensive product experiences, while accounting for accessibility, compliance, legal, and scalability requirements.&hellip;
Skills: Rust, Go, HIPAA, Responsive web design, Application development"
Software Developer,SmartStop Self Storage,CA,$115K - $125K (Employer est.),"Power BI, Azure, Customer service, C#, Microsoft SQL Server","Bachelor’s degree in computer science, Information Technology, or related field, or an equivalent combination of experience, education, and training required.&hellip;
Skills: Power BI, Azure, Customer service, C#, Microsoft SQL Server"
Software Engineer II,Tailored Shared Services,CA,$93K - $107K (Employer est.),"CI/CD, Software troubleshooting, React, Kubernetes, Software deployment","Responsible for providing support with the architect, design, and developing scalable and performant full-stack application, enhancing the development of both…&hellip;
Skills: CI/CD, Software troubleshooting, React, Kubernetes, Software deployment"
"Senior Software Engineer - Effect Core, Generative AI Effect Tools",TikTok,CA,$194K - $355K (Employer est.),"React, Data structures, System design, C++, C","Work closely with PM and cross-functional teams to design and implement new features for TikTok's AI Effect Generation tools product to provide better creation…&hellip;
Skills: React, Data structures, System design, C++, C"
Senior Software Engineer - Vehicle Data Services,Rivian,CA,$105K - $165K (Employer est.),"CI/CD, Cloud infrastructure, Go, Internet of things, Kubernetes","Manage and optimize low latency telemetry and state API services for real-time data and interactive use cases like mobile apps and dashboards.&hellip;
Skills: CI/CD, Cloud infrastructure, Go, Internet of things, Kubernetes"
Software Engineer (Java) - HYBRID,Cubic Corporation,CA,$94K - $130K (Employer est.),"Jira, Computer science, TestNG, Oracle, JUnit","Four-year college degree in engineering, computer science, information systems or related technical discipline. Production support of Java applications.&hellip;
Skills: Jira, Computer science, TestNG, Oracle, JUnit"
Backend Product Engineer,Wispr Flow,CA,$125K - $200K (Employer est.),"CI/CD, Databases, SQL, AWS, Cloud development","Wispr Flow is looking for an experienced backend engineer to take ownership of building new features and product lines with reliable and scalable infrastructure…&hellip;
Skills: CI/CD, Databases, SQL, AWS, Cloud development"
Founding Full Stack Engineer,Portman Scott,CA,$175K - $225K (Employer est.),"React, AI, Python","Develop, test, and deploy high-quality software using Python and modern front-end frameworks like React or similar.&hellip;
Skills: React, AI, Python"
Displays Software Engineer,Reliable Robotics,CA,$112K - $197K (Employer est.),"Computer science, Operating systems, CSS, React, C++","§ 1158, or not otherwise permitted to access the export-controlled technology without U.S. government authorization, the Company reserves the right not to apply…&hellip;
Skills: Computer science, Operating systems, CSS, React, C++"
Senior Software Engineer,Alarm.com,CA,$140K - $158K (Employer est.),"Node.js, iOS development, Internet of things, C#, Microsoft SQL Server","Bachelor's in Computer Science, Computer Engineering, a related field or equivalent work experience. Typical projects will involve diverse technologies and…&hellip;
Skills: Node.js, iOS development, Internet of things, C#, Microsoft SQL Server"
Senior Software Engineer I,McKinsey & Company,CA,$165K - $217K (Glassdoor est.),"CI/CD, Node.js, Software troubleshooting, React, Kubernetes","Ability to design modular, scalable systems and drive the buildout component independently. Other technical skills needed across: Python, Docker, Kubernetes/EKS…&hellip;
Skills: CI/CD, Node.js, Software troubleshooting, React, Kubernetes"
software developer- software process engineer,The Aerospace Corporation,CA,$87K - $130K (Employer est.),"Software project management, Statistics, Software deployment, Configuration management, Analysis skills","Bachelor’s degree in STEM, emphasis in disciplines such as computer science, electrical or industrial engineering, mathematics, or closely related field.&hellip;
Skills: Software project management, Statistics, Software deployment, Configuration management, Analysis skills"
"Software Development Engineer , ART19",Amazon.com Services LLC,CA,$129K - $224K (Employer est.),"CI/CD, Data modeling, MVC, Management, Git","2+ years of non-internship design or architecture (design patterns, reliability and scaling) of new and existing systems experience.&hellip;
Skills: CI/CD, Data modeling, MVC, Management, Git"
"Software Engineer, Data Platform",Scale AI,CA,$160K - $200K (Employer est.),"CI/CD, Elasticsearch, Kubernetes, Software deployment, Spark","Possess excellent communication and collaboration skills, and the ability to translate complex technical concepts to non-technical stakeholders.&hellip;
Skills: CI/CD, Elasticsearch, Kubernetes, Software deployment, Spark"
Software Development Engineer V - Wallet Profiles (Frontend),ID.me,CA,$218K - $260K (Employer est.),"Web accessibility, CI/CD, Authentication, Computer science, Management","You will play a key role in driving architectural decisions, implementing best practices, and mentoring junior engineers to enhance the overall frontend…&hellip;
Skills: Web accessibility, CI/CD, Authentication, Computer science, Management"
"Senior Full Stack Software Engineer, Documents",Carta,CA,$101K - $166K (Glassdoor est.),"React, Presentation skills, Machine learning, Snow plowing, PostgreSQL","Maintain a high standard of both quality and impact of your technical contributions and act as a positive influence on other engineers across the team and…&hellip;
Skills: React, Presentation skills, Machine learning, Snow plowing, PostgreSQL"
Software Engineer R&D,Broadcom,CA,$146K - $260K (Employer est.),"Data modeling, Go, Data structures, English, OOP","Actively participate in all phases of software development including requirements, design, coding, unit testing, debugging and design/code reviews.&hellip;
Skills: Data modeling, Go, Data structures, English, OOP"
Software Engineer,Harman International,CA,$83K - $121K (Employer est.),"CI/CD, Azure, Go, React, Kubernetes","Bachelor's / master's degree in computer science or software engineering or similar. We will never ask for payments, banking, credit card, personal financial…&hellip;
Skills: CI/CD, Azure, Go, React, Kubernetes"
Software Engineer III,"Guidewire Software, Inc.",CA,$120K - $204K (Employer est.),"CI/CD, Kubernetes, Big data, Data structures, Spark","Design, develop and run cloud native data platform and analytics SaaS services. Perform test driven unit and end to end testing of any code you develop.&hellip;
Skills: CI/CD, Kubernetes, Big data, Data structures, Spark"
"Software Engineer, Cloud Infrastructure and Platforms",DoorDash USA,CA,$131K - $192K (Employer est.),"Cloud infrastructure, Go, React, Kubernetes, AWS","Optimize Engineering Workflows: Identify and resolve bottlenecks and leaky abstractions to continuously improve engineering velocity and reduce cognitive…&hellip;
Skills: Cloud infrastructure, Go, React, Kubernetes, AWS"
Software Engineer- Fullstack,Publica,CA,$100K - $150K (Employer est.),"Go, React, Kubernetes, DevOps, Machine learning","Experience contributing to technical architecture discussions and helping drive technical decisions. Excellent written and verbal communication skills;…&hellip;
Skills: Go, React, Kubernetes, DevOps, Machine learning"
Software Engineer - DevOps,C3 AI,CA,$120K - $156K (Employer est.),"CI/CD, Computer science, Cloud infrastructure, Azure, Go","Bachelor's degree in computer science or related field. In this role you will contribute to the aggressive growth of C3 AI's customer base and cloud…&hellip;
Skills: CI/CD, Computer science, Cloud infrastructure, Azure, Go"
JAVA Software Developer / Engineer,RF Coverage,CA,$116K - $171K (Glassdoor est.),"Software troubleshooting, J2EE, Java, Analysis skills, Software development","J2EE and JMS technologies to perform related network design, communication. Troubleshooting and analysis of large Command and Control systems.&hellip;
Skills: Software troubleshooting, J2EE, Java, Analysis skills, Software development"
"Software Engineer, Vision Pipeline Software - Pleasanton, CA",Calyxo,CA,$145K - $170K (Employer est.),"CI/CD, Image processing, Software deployment, Data structures, Test automation","Deep understanding of Software Engineering principles such as object-oriented analysis and design, data structures, algorithms and software architecture.&hellip;
Skills: CI/CD, Image processing, Software deployment, Data structures, Test automation"
Senior Software Engineer (React/Node),Motion Recruitment,CA,$160K - $180K (Employer est.),"Node.js, React, Relational databases, JavaScript, PostgreSQL","5+ years of software engineering experience. Not only does this save shareholders time and resources, it helps reduce the risk of unexpected system failures and…&hellip;
Skills: Node.js, React, Relational databases, JavaScript, PostgreSQL"
Senior Backend Engineer - Node - Typescript - AWS - Orange County,Motion Recruitment,CA,$150K - $170K (Employer est.),"Computer science, Go, Node.js, System design, E-commerce","You’ll focus on system design, technical leadership, and mentorship while building scalable, reliable systems to drive product success.&hellip;
Skills: Computer science, Go, Node.js, System design, E-commerce"
Automation Principal Engineer,Cannon Corp,CA,$110K - $190K (Employer est.),"Microsoft Windows Server, Mechanical engineering, Controlling experience, Management, Schematics","Must possess a valid California driver's license and have a clean driving record. Directs/mentors project engineers and design engineers on technical matters…&hellip;
Skills: Microsoft Windows Server, Mechanical engineering, Controlling experience, Management, Schematics"
